Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_stat	deseq2_pvalue	deseq2_padj	bayseq_library_932	bayseq_library_933	bayseq_library_919	bayseq_library_921	bayseq_likelihood	bayseq_FDR	bayseq_NA	bayseq_NA	
TBC1D7	12.2489	13.7783	0.169747	0.0256464	0.88485	0.999942	-5.90784568437028	4.98124300709327	5.12797694089142e-05	0.0248450482786189	2013.82683188033	-5.0926126806458	1.22036355322274	-4.1730291495491	3.00576468475229e-05	0.00365812694596149	6622	64	80	48	0.660924712820805	1>2	0.216674237187829	1	
LOC101750924	0.0474773	0.0762694	0.683867	0	1	1	-6.81882694988086	0.590229290443413	3.31888509312482e-05	0.0191221601122257	94.0346744069424	-5.58126761437468	1.32728273137653	-4.20503294621058	2.6104412818313e-05	0.00362861166790945	310	5	3	0	0.441309221663912	1>2	0.369174521095603	1	
URM1	53.7369	48.97	-0.134014	-0.0717299	0.89325	0.999942	-11.4648475073645	4.67654215388625	1.88785898303226e-09	2.01226889001408e-05	1634.59662704078	-2.51851307487249	1.67888930907858	-1.50010668437381	0.133586769741637	0.79092995562346	5495	2	2	0	0.980018662295833	1>2	0.0100840398665218	0.0591477475525592	
MBP	9.55755	0	0	0	1	1	-9.97529768462861	4.68974857108731	1.70554086662336e-08	7.27174403893534e-05	1649.54150834256	-7.54184139119406	1.37907655236191	-5.46876196123946	4.53189891174901e-08	0.000102309938047282	5542	2	3	3	0.980261298282055	1>2	0.00810458029899268	0.0399649632759432	
C11ORF75	14.0573	17.8735	0.346506	0.331641	0.6363	0.999942	-7.83600359661079	2.03203014300877	2.44171421669223e-06	0.00398409433602407	259.5699903276	-6.14259516986367	1.36656708968322	-4.49490933612895	6.95995953009715e-06	0.00193870578887391	869	1	1	3	0.741042125883991	1>2	0.159008321616575	1	
TSPAN5	8.31148	27.8634	1.74519	1.65158	0.02715	0.473062	-9.09491618817393	-0.69801185480944	2.73165110956634e-05	0.0166380966724958	37.2430045786575	-6.28653232424539	1.45423926054312	-4.32290097978618	1.53990859060166e-05	0.0026632313835353	122	4	0	0	0.77784138144292	1>2	0.135365208721837	0.999999999997554	
SCOC	39.6261	79.0556	0.996418	1.01441	0.15265	0.999942	-8.49216322055764	-1.2625725349993	0.000100464137003682	0.038939899502627	24.4590280923783	-5.86040409260556	1.47437467828811	-3.97484043839525	7.04264563565803e-05	0.00723191673711634	79	4	0	0	0.763320347874751	1>2	0.148741020982845	0.999999999999999	
LOC101749272	0.0766807	0.055504	-0.466271	0	1	1	8.54984512494599	-1.20127451233579	8.78638695639105e-05	0.0360208071416047	23.0292058318567	5.991399409582	1.42912290982729	4.19236118068115	2.76066012470287e-05	0.00362861166790945	0	0	33	63	0.971371160660658	2>1	0.0148489011270572	0.126309710711423	
DSTN	777.462	1180.89	0.603037	0.40092	0.61185	0.999942	-3.37304105003105	1.5426547974894	0.0101369762447052	0.713158013912416	170.945900290691	-3.19982175347095	0.843673748584356	-3.79272409369155	0.000149003681797208	0.0113866534508285	263	322	33	29	0.943106395674536	1>2	0.0320689115915171	0.497277781144864	
RNPEPL1	9.38635	23.546	1.32685	0.968781	0.1454	0.986496	-6.32920047694375	0.781286237890987	3.91057221326887e-05	0.021375789344222	107.77023123616	-5.00583032666318	1.39080667667098	-3.59922799525602	0.000319163276701594	0.0218332326731021	358	1	5	0	0.232939578234899	1>2	0.590915063511451	1	
LOC101752002	1.00007	26.3862	4.7216	4.08113	0.0005	0.0396968	-12.5945682486915	2.73254500949082	1.28765403407282e-08	6.86255217459112e-05	423.303478054987	-1.98402547802061	1.65356699266311	-1.19984584043087	0.230199217258495	0.889798290018626	1423	1	0	0	0.931247874999617	1>2	0.0400871404491927	0.683940467399795	
LOC420810	9.55043	4.63794	-1.04208	-0.530407	0.4961	0.999942	9.23065212396586	-0.56309826037065	2.01635277977582e-05	0.0148222788135383	36.8191110296272	6.62310598699376	1.38010173039803	4.79899839346161	1.59461073474509e-06	0.000654986359296547	0	0	80	77	0.992625505634959	2>1	0.0044372385025313	0.013260142805649	
IDH3A	36.6715	41.6333	0.183078	0.136901	0.81625	0.999942	-5.91955870919582	2.54011266187645	6.4207784186481e-05	0.0285162821518209	368.535908546501	-5.1871990851542	1.17911507897522	-4.39923055658185	1.08635365006185e-05	0.00210356609912772	1198	29	14	9	0.74576254307091	1>2	0.158581186776834	1	
CNP	19.6438	1759.73	6.48514	0.903577	0.31505	0.999942	-10.732868835596	0.888737714633493	7.75068601544138e-07	0.00150208294979254	116.271022840356	-7.37035980986834	1.41604538201194	-5.20488954908805	1.94112024836349e-07	0.00019611507319803	387	5	0	0	0.885064814460181	1>2	0.0704374953877091	0.992768881989806	
LOC101751234	0	0.458246	inf	-nan	5e-05	0.00964066	-9.09760401045493	-0.695514597263282	2.73165110956634e-05	0.0166380966724958	37.4600241225857	-1.55843449662855	1.60635264749012	-0.970169594493188	0.331961963805568	0.927967192041103	126	0	0	0	0.63195646146472	1>2	0.230486853828106	1	
GPR37	0.326479	48.4384	7.21302	4.07381	5e-05	0.00964066	-8.49619433012491	-1.25895689618324	9.71024430932417e-05	0.038939899502627	24.6760476363065	-1.55263167674466	1.60572809339336	-0.966933120951695	0.333577467960176	0.927967192041103	83	0	0	0	0.578624722382065	1>2	0.271514535308925	1	
LOC101750439	2.19721	16.087	2.87215	1.98609	0.01105	0.275402	-7.37902257214354	1.55840117056962	6.9775785689427e-06	0.00708323904441526	186.130085105032	-6.12130604286195	1.28371072086182	-4.76844661603544	1.85651852569398e-06	0.000677835541714491	618	6	2	2	0.816648367793539	1>2	0.106902451766138	0.999999508960272	
