Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_522	bayseq_library_523	bayseq_library_524	bayseq_library_525	bayseq_likelihood	bayseq_FDR	
LOC101748252	NULL	NULL	NULL	NULL	NULL	NULL	1.24274091013449	3.17571391591399	0.000144105464282764	0.0170668904865554	1.00532092828924	271.713779173144	0.250687417337989	6.06527366486093e-05	0.0150926361677182	157	150	332	472	0.25274168530111	0.383957186448762	
LOC101751174	NULL	NULL	NULL	NULL	NULL	NULL	2.11252550834527	-1.01451868956903	0.00035509626537346	0.0350405709245759	0.781358066710411	12.8080503889929	0.312076958940067	0.0122889970694254	0.61072804232583	5	4	20	24	0.131661720716357	0.547020167780529	
LOC101751171	NULL	NULL	NULL	NULL	NULL	NULL	1.83056384774815	1.34180209773496	9.12868877912969e-07	0.000198576925911721	1.34383208974267	74.4300560089439	0.280787866114165	1.70194301416449e-06	0.000656447156667855	33	29	133	113	0.515887955674845	0.168779566460055	
LOC769668	NULL	NULL	NULL	NULL	NULL	NULL	-0.870343206438348	4.60071566240189	0.00576226313359234	0.269977858202025	-0.651217393190044	735.099607837189	0.278384407816365	0.0193212600189216	0.76080770980874	1130	658	665	437	0.0185828980591757	0.906526005867557	
TCLEC2D	0.107946	0.168726	0.644373	0	1	1	-1.31730686372432	-0.379427660879175	0.0043151194987693	0.224307859049354	-0.660320220722751	21.4714725842739	0.319666115532092	0.0388609752914744	0.999162683775631	23	36	15	11	0.0528930034458954	0.77252579125722	
GGA3	21.9336	14.11	-0.636428	-1.92896	0.01095	0.519952	0.621732933605668	5.78092058339785	0.0459990742841758	0.913894003345815	0.552986762895035	1665.22708890226	0.199535906168845	0.00558218690564742	0.374447802275661	1212	1289	2466	1814	0.108940682903106	0.606769229177338	
TALDO1	NULL	NULL	NULL	NULL	NULL	NULL	-0.620605687580784	7.04628583208337	0.0454520066399426	0.910663418750279	-0.515761450335291	4008.1156835597	0.240852010065549	0.032241475139444	0.999162683775631	4870	4353	2646	3995	0.00484274622728826	0.966077020376846	
CORO6	NULL	NULL	NULL	NULL	NULL	NULL	-1.12987007474206	1.91433445481621	0.00100031538723851	0.0778274577560243	-0.895745710306949	112.5905076686	0.259263972738321	0.00055038190905542	0.0812220119876482	128	168	69	80	0.120152765234688	0.583809103865002	
LOC101749127	NULL	NULL	NULL	NULL	NULL	NULL	1.26560510276852	0.741524219539868	0.000995873731503373	0.0778274577560243	0.836589079757051	48.4175919382893	0.301835856910462	0.00557697186473147	0.374447802275661	29	25	84	61	0.0845319981011434	0.658776826478516	
VPS13C	NULL	NULL	NULL	NULL	NULL	NULL	-0.722868532097395	5.62448274871109	0.0205683855365786	0.588559520629239	-0.659366098132813	1494.65756019334	0.18216748931747	0.000295104753669145	0.0505881088335259	1745	1801	1316	1072	0.253268774909282	0.378236416119655	
KLHDC8B	NULL	NULL	NULL	NULL	NULL	NULL	-1.98705251236773	1.07454290050604	2.40138725939673e-07	5.8842268500942e-05	-1.36517619788077	62.2301375412066	0.294962809880488	3.68680734578538e-06	0.00125137614930647	77	114	30	23	0.396548573409568	0.255326877734366	
TAP1	NULL	NULL	NULL	NULL	NULL	NULL	0.782119818345745	3.36741057996805	0.0152630012606291	0.496701479940421	0.630235323237096	310.918935108812	0.251705304304115	0.0122845971115897	0.61072804232583	256	176	409	421	0.0942167863327532	0.636132084473339	
LOC418421	NULL	NULL	NULL	NULL	NULL	NULL	-2.37945246724499	0.104286904451162	1.85319230020144e-07	4.80460377445816e-05	-1.29709060727515	31.1246860409627	0.317241231141246	4.33877688829094e-05	0.0120710463231452	56	43	12	9	0.508529110767336	0.177663231043741	
LOC418424	NULL	NULL	NULL	NULL	NULL	NULL	-0.738879679222121	4.44127756672799	0.0191259667642848	0.570248055218214	-0.635290793875315	657.4863236837	0.223377111580189	0.00445471117411793	0.325804452528405	839	721	466	572	0.0832255163829691	0.666210671675563	
MB	NULL	NULL	NULL	NULL	NULL	NULL	-2.08443795871774	-1.20938759843894	0.000360155882155288	0.0350584616245955	-0.697000190502554	11.4311030811419	0.305029218268319	0.0223112079246631	0.80884428664632	22	13	5	4	0.0892231748523586	0.649199740739959	
LOC100859807	NULL	NULL	NULL	NULL	NULL	NULL	3.16263930164709	-1.9447120228544	0.000317421800755683	0.0321994562693656	0.565197847130751	5.68706832167838	0.263958820102145	0.0322550970852967	0.999162683775631	1	1	15	7	0.375319772417465	0.277650519866704	
MAP3K6	NULL	NULL	NULL	NULL	NULL	NULL	0.729585782622527	2.39896127513025	0.0283799674008288	0.717799798874257	0.598825459247117	157.653892533651	0.245176629943915	0.0145889723209557	0.66624489298871	99	128	235	182	0.0250246358019542	0.871917946009149	
LOC101749330	NULL	NULL	NULL	NULL	NULL	NULL	4.73115790716652	-0.71443257958757	2.66105653238569e-11	1.41821007893495e-08	1.22033525689697	16.0456445915109	0.305571603087076	6.5073567457475e-05	0.0156798667718428	2	0	44	22	0.708023109155034	0.0843770812277306	
ZFYVE28	NULL	NULL	NULL	NULL	NULL	NULL	-0.815139053840083	1.73476765473628	0.018385821511924	0.559128306692147	-0.646772502932531	99.1217517289701	0.259278365110489	0.0126131133489838	0.618662273542206	106	136	81	71	0.0423024149231327	0.805158366343113	
SPAG16	NULL	NULL	NULL	NULL	NULL	NULL	1.16820050448983	0.116032208835384	0.00623324058958879	0.284540091839088	0.675359234542436	30.5907415692226	0.315531558233895	0.032323609372033	0.999162683775631	15	21	53	37	0.0573655150275172	0.760795036654665	
C2H8orf47	NULL	NULL	NULL	NULL	NULL	NULL	-1.85337252721878	-0.817748284347578	0.000376880963464198	0.0361907584645486	-0.693456690390439	15.592874047591	0.311274279982607	0.0258938871328154	0.878890317062019	30	16	5	9	0.0457189022110954	0.797382880293528	
SLC37A2	NULL	NULL	NULL	NULL	NULL	NULL	1.29512392319505	3.64840506273165	6.18984190200624e-05	0.0084047802335649	1.11674264939443	377.873142755137	0.219754254278332	3.73915447958116e-07	0.000171505920737762	203	214	507	625	0.758369097663096	0.0631368851342677	
CCDC152	NULL	NULL	NULL	NULL	NULL	NULL	-1.9169096399703	2.53329866057399	2.34827412626809e-08	7.28564061402663e-06	-1.38051392891151	174.241024936526	0.286091849870415	1.39707079241701e-06	0.000551388102746722	266	258	52	101	0.784545158794062	0.0512217325804733	
SYT8	NULL	NULL	NULL	NULL	NULL	NULL	-1.10143575510552	2.90852174570435	0.00078446477843389	0.0648186827389677	-0.846238477486729	226.327037081661	0.270298669090667	0.00174358502880786	0.190905687250956	336	248	186	119	0.0489913162408811	0.787794402696909	
RHD	NULL	NULL	NULL	NULL	NULL	NULL	1.1550756083107	1.52936998960847	0.00109883170576065	0.0836603367978771	0.81378531077513	85.3407666731658	0.290807286545333	0.00513618282225233	0.360190738332415	59	41	108	140	0.0261979024984223	0.868465026665963	
GPR98	NULL	NULL	NULL	NULL	NULL	NULL	1.18292094446395	0.24083942703102	0.00401150900829603	0.212201858657208	0.690740563863131	33.5922238378041	0.314631362088396	0.028135174174507	0.924272926662516	21	18	60	39	0.0564863762120735	0.763390416758435	
SLC22A16	NULL	NULL	NULL	NULL	NULL	NULL	1.91087014830279	2.89841078135124	1.68250859625604e-08	5.51811050076711e-06	1.4128099538262	223.670329082265	0.27910933164918	4.15204657761416e-07	0.000176258036327303	114	63	391	356	0.86832377926894	0.0326649523017404	
LOC100858436	NULL	NULL	NULL	NULL	NULL	NULL	1.45141321684917	1.39921153695432	6.81325086778246e-05	0.00902142124219792	1.08156031667816	77.6591227047227	0.27763386828153	9.79416416655997e-05	0.0210400962114797	41	38	112	128	0.214986723436514	0.416552118582254	
FBXO15	NULL	NULL	NULL	NULL	NULL	NULL	-0.681977632925194	2.39499401087763	0.0405680622711461	0.848033984295621	-0.570887792199697	157.658408590426	0.236764766782055	0.0159000186462791	0.70088108167793	161	211	131	125	0.0297853747350898	0.849303908173969	
MANEAL	NULL	NULL	NULL	NULL	NULL	NULL	1.1313744529265	1.78342850328388	0.00120302668634934	0.0884349065503283	0.897052565715412	102.094770355552	0.258665459316717	0.000524341609922069	0.0792976962246272	58	64	140	156	0.196942245790724	0.437011694785916	
LOC771638	0.141665	0.0345838	-2.03432	0	1	1	1.73956621821954	-0.816103559897474	0.00109514133983536	0.0836603367978771	0.667082014148443	15.0319686463182	0.31315988072134	0.0331580470586699	0.999162683775631	9	4	28	21	0.0450401124245877	0.799446212455624	
LOC772393	NULL	NULL	NULL	NULL	NULL	NULL	-0.843020544589108	6.98025114922711	0.00675264674159815	0.29865751709002	-0.713130406914162	3830.50670626215	0.232238270030481	0.00213568843244554	0.207112962211618	5436	3856	3120	2679	0.0226052119488103	0.885731301257779	
DACT2	NULL	NULL	NULL	NULL	NULL	NULL	-0.890390843186106	1.49184329937298	0.0112914385706565	0.405237184258006	-0.607088123516716	83.6017312066497	0.29776770837893	0.0414702204462677	0.999162683775631	100	107	43	80	0.026542355563835	0.866293284958817	
SDR42E2	0.750838	0.221457	-1.76148	-1.83282	0.03755	0.999798	1.63084897190121	-0.272371184512026	0.000561495050526468	0.0501548103472626	0.733172976651156	22.9258530375207	0.31880872387039	0.0214637009702392	0.800319527518161	15	6	34	39	0.0684296175158816	0.720994376341549	
NMNAT3	NULL	NULL	NULL	NULL	NULL	NULL	-0.757376975730978	3.07126757909863	0.0194421026853201	0.573350321929261	-0.579504176803991	253.488345666832	0.272164854286242	0.0332344447720595	0.999162683775631	363	238	233	166	0.0129453122263031	0.929376386903795	
LOC101747773	NULL	NULL	NULL	NULL	NULL	NULL	1.1096400793716	1.82658406466444	0.00140789701373306	0.0998670297668285	0.83512185119536	105.175466410305	0.2759544837413	0.00247564174317066	0.230846791337083	47	81	148	156	0.08844396075654	0.651865116819189	
FAM198B	NULL	NULL	NULL	NULL	NULL	NULL	-0.766083926337847	4.33726222029002	0.0153072426965023	0.496701479940421	-0.654101525660185	610.91586547189	0.22583222458149	0.0037746522233108	0.299344032157979	579	900	469	487	0.0816823882108686	0.673262850696747	
CLUAP1	0.348565	0.00106878	-8.34932	0	1	1	-0.717634514344841	4.46781518531529	0.0228127733989685	0.610958169999007	-0.578882665990172	669.609118545132	0.253350546931155	0.0223182287555097	0.80884428664632	817	766	409	655	0.0567384423300093	0.76228569201221	
LOC101747543	NULL	NULL	NULL	NULL	NULL	NULL	0.823995833397983	1.50313749759919	0.02081699573869	0.590650536009881	0.612132410355045	83.7353901729402	0.279017347998367	0.0282435656922595	0.925331184099103	59	56	134	93	0.0164976418915613	0.916944511425973	
SPERT	NULL	NULL	NULL	NULL	NULL	NULL	0.925279858961445	2.10700857743195	0.00645420196793535	0.290889381717645	0.599214219760333	128.360083073169	0.305567535896102	0.0498804423416169	0.999162683775631	65	105	114	239	0.00913094061941803	0.947071854231202	
LOC100859106	NULL	NULL	NULL	NULL	NULL	NULL	-3.85584799948868	-0.826138980804612	9.32784017712595e-10	3.51517804655734e-07	-1.04595186766445	15.304322806025	0.301321510537195	0.000518108215761542	0.0792145453125147	14	42	3	1	0.297882690941661	0.338027055252813	
LOC101748298	NULL	NULL	NULL	NULL	NULL	NULL	0.817575439602579	1.31688518284063	0.0237322106177161	0.625396429938214	0.578372528881701	73.2406119588381	0.291381057677668	0.0471516773210904	0.999162683775631	36	66	102	96	0.0159234299854304	0.919088219238956	
LOC101751133	NULL	NULL	NULL	NULL	NULL	NULL	1.49847313068518	-0.442411723120573	0.0016790713999855	0.114545974428664	0.712444373763982	20.0368725159304	0.319469954595242	0.0257419624894088	0.876694810145191	7	13	36	27	0.0586426948570665	0.754609634541924	
KIAA0513	NULL	NULL	NULL	NULL	NULL	NULL	0.826751192388807	3.60838783771153	0.00984010862004263	0.379333518195423	0.686338233936255	367.550567906349	0.239754418815918	0.00420085338750765	0.319431239170606	224	283	416	574	0.0893164678161701	0.648300850415534	
ATP13A4	NULL	NULL	NULL	NULL	NULL	NULL	-1.49567771683984	-0.159156215894958	0.000745205033665411	0.062055784795622	-0.681431310013287	25.6340644306428	0.318656607063962	0.0324802155363372	0.999162683775631	49	22	12	16	0.0298952413910973	0.848470293890802	
LOC101751893	NULL	NULL	NULL	NULL	NULL	NULL	2.025773579554	-0.433069948649245	4.91719218292588e-05	0.00680679889322168	0.800770998157193	20.1102959999374	0.314919650705241	0.0109974839204668	0.577827552985267	8	7	50	19	0.0437999730347475	0.801219917285547	
LOC101751098	NULL	NULL	NULL	NULL	NULL	NULL	-1.26041313751212	6.38106854613365	6.06710671096247e-05	0.00829093467078833	-1.00138582181442	2527.97797792254	0.2587868094247	0.000109041044534161	0.0228461181085092	3780	2973	1203	1924	0.02844593634274	0.85783278658626	
LOC101751092	NULL	NULL	NULL	NULL	NULL	NULL	-0.748062770573728	2.93507491491293	0.0220144311691924	0.604418947190014	-0.628297187160892	230.254345561233	0.235411709079129	0.00760934856732602	0.459566742121317	269	281	158	204	0.0928463688824844	0.638063249772955	
ATP7B	NULL	NULL	NULL	NULL	NULL	NULL	0.831150664689055	6.14367036475173	0.00772219702278597	0.330565855686247	0.68594088130192	2142.44094653068	0.241644419331919	0.00453066117475125	0.325804452528405	1639	1281	3497	2324	0.0232942851088221	0.877248256019947	
RNF128	NULL	NULL	NULL	NULL	NULL	NULL	-0.730503157334023	7.02869076010851	0.0187053405188814	0.564005391697241	-0.651243197027868	3959.52525113306	0.200403021268433	0.00115539988959524	0.144458339585973	4902	4485	2866	3411	0.0201083303431868	0.895679169103814	
LOC101748765	NULL	NULL	NULL	NULL	NULL	NULL	-1.63971771941793	-1.05841313146195	0.00278760502724333	0.162516959176719	-0.640372711077607	12.7688103919284	0.313033413780095	0.0407858150827829	0.999162683775631	18	19	8	5	0.0910773088131189	0.643730324968876	
LOC771994	NULL	NULL	NULL	NULL	NULL	NULL	-0.875159570291839	2.43475190171936	0.00844702051039737	0.341695603872203	-0.744363180660777	162.23898975581	0.228666620681766	0.00113299283708765	0.143492697300108	187	214	125	117	0.13171769479013	0.545445078998651	
LOC101749499	NULL	NULL	NULL	NULL	NULL	NULL	-0.836200009208001	7.51877516827387	0.00715510994854421	0.311927676652486	-0.689673861909769	5557.1487218547	0.242862170206208	0.00451453974684475	0.325804452528405	5351	8345	3509	4894	0.00686300427266	0.956574801944475	
LOC101749148	NULL	NULL	NULL	NULL	NULL	NULL	-1.98985503618146	-0.260000743900658	2.53430575437492e-05	0.00388678633609816	-1.00247963657997	23.7267594811666	0.319534856537813	0.00170506225406575	0.187900074764609	40	32	12	8	0.241083661416229	0.400442158486255	
PLA2G2E	NULL	NULL	NULL	NULL	NULL	NULL	-1.44280453034716	9.54780607932224	4.47134626842567e-06	0.000851072854913379	-1.29804744605452	22691.3825497579	0.192108498108162	1.41028407410474e-11	1.22561668270683e-08	26894	36704	12305	13461	0.338027649784072	0.308458222874247	
LOC101750939	NULL	NULL	NULL	NULL	NULL	NULL	0.838355368583185	1.84655945889196	0.0152544062108507	0.496701479940421	0.580555397421915	106.882326826349	0.294143203232904	0.048413947768373	0.999162683775631	86	59	182	109	0.00632752949447949	0.961257663167054	
HS3ST4	1.54756	3.50608	1.17986	2.187	0.0055	0.333774	-1.19660154717374	2.48381298218911	0.00034100775656457	0.0341295932133497	-0.679450802193581	167.807922735613	0.316560254612772	NA	NA	181	268	171	47	0.04350715533679	0.801721237045869	
LOC100857714	NULL	NULL	NULL	NULL	NULL	NULL	0.896681150997503	2.1426958189341	0.00825299652035417	0.335736948388222	0.721706792445269	131.583185150121	0.253329181895547	0.00438721443625956	0.325804452528405	76	100	204	159	0.0659486511148317	0.729232858851368	
LOH11CR2A	NULL	NULL	NULL	NULL	NULL	NULL	-0.961650621312039	1.73522651343393	0.00571894628175711	0.26911794932158	-0.686787230186418	99.167084836995	0.289002329159198	0.0174821558969055	0.72780713811827	110	141	93	50	0.022501431697712	0.886100898579812	
SERPINB5	NULL	NULL	NULL	NULL	NULL	NULL	-3.80954108552248	-0.585697930938319	7.05500257309297e-10	2.78515823802214e-07	-1.21826891892128	18.4951214060898	0.310715351427525	8.82364307844712e-05	0.0194475385304319	21	46	1	4	0.433298944180314	0.218563091901062	
ATP8B2	NULL	NULL	NULL	NULL	NULL	NULL	0.664651790026389	6.20415422859691	0.032674924799912	0.772883817270009	0.590680929170836	2233.63848357627	0.200224441145732	0.00317677226853493	0.270919608890986	1579	1717	3365	2444	0.123905258377593	0.570487675006222	
STC1	NULL	NULL	NULL	NULL	NULL	NULL	-0.891997314988518	0.813671613436954	0.0183385263559288	0.559128306692147	-0.607870278509272	51.5287840943732	0.297903144112369	0.0413009141088658	0.999162683775631	58	70	32	44	0.0238097906830433	0.875914108366796	
MTNR1A	NULL	NULL	NULL	NULL	NULL	NULL	1.58275896241934	-0.591962903655636	0.00158520718752361	0.109363905578085	0.718207983494682	17.8553695633519	0.318799438315375	0.0242684760261586	0.852489670780828	7	10	34	23	0.0543650719649298	0.768757295480331	
LOC772243	NULL	NULL	NULL	NULL	NULL	NULL	0.732719153644814	4.38646224532852	0.0202494311320259	0.585722351251735	0.616165845858254	631.977352627376	0.233284884839869	0.00825985025366222	0.486728884218408	419	488	686	975	0.0834188539245439	0.66540500025453	
LOC768783	0.768516	0.238045	-1.69084	0	1	1	0.925895516804392	2.36095848687964	0.00584406827932518	0.272612357940163	0.772164149012309	153.483241316208	0.23767291520647	0.00115871708385303	0.144458339585973	95	107	234	192	0.139592111580262	0.532384264500023	
FAM149A	NULL	NULL	NULL	NULL	NULL	NULL	1.12499220985642	3.21530185770092	0.000562294759029729	0.0501548103472626	0.786294055700509	279.314320283683	0.292599599150148	0.00720387464440568	0.441360854116277	184	149	562	254	0.0174132859332535	0.911421971320375	
PLCXD1	NULL	NULL	NULL	NULL	NULL	NULL	-0.870064336474688	1.78481126594038	0.01244843733411	0.436473334027231	-0.661165330868473	102.830368107114	0.273552474129416	0.0156507458570665	0.697135978845866	127	126	63	90	0.0284608761570988	0.857590826647332	
ZNF414	NULL	NULL	NULL	NULL	NULL	NULL	0.698289166024875	3.05969707630741	0.0315229494927121	0.758472051112456	0.534521185082391	250.60120633627	0.270874708279316	0.0484596597242669	0.999162683775631	156	210	247	405	0.0146035283561202	0.925651493510087	
N6AMT2	NULL	NULL	NULL	NULL	NULL	NULL	-0.705662694388686	5.05584088546203	0.0243015916295437	0.638793255682631	-0.638336881112836	1006.97007693244	0.188842635153546	0.000724177427590085	0.10068310511794	1098	1287	755	860	0.198079043082082	0.43203885082542	
LOC770718	NULL	NULL	NULL	NULL	NULL	NULL	-0.672876043343226	3.39798502711425	0.0356999554461615	0.798127796939342	-0.525457226826585	317.783095627768	0.264630799393455	0.0470751061406131	0.999162683775631	325	423	335	186	0.016524189160231	0.916835717141642	
MAP1LC3C	NULL	NULL	NULL	NULL	NULL	NULL	1.70910055786944	-0.752279470549013	0.00114757767687269	0.0852406303678469	0.632504831804345	15.8325009265757	0.310489517971588	0.041637881016932	0.999162683775631	6	8	15	36	0.0196496870169029	0.897000903206601	
ADAM5P	NULL	NULL	NULL	NULL	NULL	NULL	0.739921686354282	2.06534305734421	0.0302985057256015	0.737332813993576	0.610567466601996	124.715416909531	0.242549206905958	0.0118260374273053	0.602701745281678	87	91	172	158	0.0941631782782662	0.637098768119391	
FGF3	NULL	NULL	NULL	NULL	NULL	NULL	-2.07072397240111	-0.332600805127751	1.88481201055349e-05	0.00302108439405859	-0.920228150894195	22.4930472992919	0.318673573213963	0.0038809120025391	0.303515933617931	37	32	5	13	0.170780088986062	0.478099410402952	
LOC420748	NULL	NULL	NULL	NULL	NULL	NULL	-1.46782751920078	0.0873457198862725	0.000541068665006784	0.0486687839688381	-0.774154542676294	30.4475366167116	0.318934234350716	0.0152109514840633	0.684734900891348	33	53	12	22	0.0566214020243482	0.762655269371319	
SLC35F4	NULL	NULL	NULL	NULL	NULL	NULL	-1.48348971980589	-0.216973979662546	0.000864800580689569	0.0706353209928745	-0.750936214758062	24.2530830456722	0.319578863827201	0.0187851112408876	0.74965750071182	24	45	14	13	0.0664717239316095	0.72569751044618	
