Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_807	bayseq_library_808	bayseq_library_810	bayseq_library_811	bayseq_library_712	bayseq_library_713	bayseq_library_718	bayseq_library_720	bayseq_likelihood	bayseq_FDR	
SYT2	5.39879	11.3309	1.06956	1.36623	0.01045	0.264309	-1.05132573489132	4.39445592187776	0.00632289302374852	0.157627611411171	-0.476863598086801	641.183376544673	0.395821688135016	NA	NA	2972	127	125	1514	9	586	1269	656	0.0010285390321532	0.970202161383238	
SYT7	7.7557	14.4325	0.895991	1.23755	0.01345	0.31393	-0.841236228897709	4.04279522033185	0.0300664298067266	0.423632617726237	-0.683091592952012	507.258084130378	0.305307808798274	0.0252610851382279	0.371769903256696	938	741	457	1231	24	1028	580	381	0.0412515184251644	0.804009592824644	
MARCO	1.03297	0.517135	-0.998183	-0.943074	0.05855	0.651397	1.0096775572483	-0.493524466711171	0.0264439124406904	0.393392411312378	0.753706461179814	21.6902129098429	0.350862956912954	0.0317017959291241	0.404397846385516	21	25	6	22	4	29	73	31	0.0261025156084558	0.853690796449148	
SMPD1	58.5836	17.7443	-1.72314	-2.03937	0.0025	0.106388	1.47292165856555	4.88293179141003	0.000198950049602724	0.0110161484608594	0.759535667543253	1034.30909931722	0.398065942451907	NA	NA	750	748	587	468	563	726	597	442	0.143946786070607	0.600563248811519	
SMPD2	39.83	9.59949	-2.05282	-1.82202	0.00715	0.212404	1.49456173974431	4.24696889188433	0.000165641116903019	0.00959548187537654	0.751614634859575	690.936760675488	0.397559521867314	NA	NA	426	600	335	345	386	466	306	301	0.355850627813502	0.369269108650412	
MCL1	39.8055	14.341	-1.47282	-1.1646	0.0423	0.565617	1.0257950778416	6.18489113512288	0.00862603880251457	0.194708321143308	0.709958385285871	2395.07982576991	0.380651538568368	NA	NA	2221	2058	1387	2039	951	2805	2556	1771	0.682437832891084	0.1360566770761	
UNC5A	9.07482	16.998	0.905429	0.512762	0.3286	0.999226	-0.971217732186314	4.68294507954813	0.0135161426710091	0.263138931014221	-0.859549673431015	800.420790141896	0.232211436256179	0.000214259385695113	0.0494167847167208	1447	1817	1023	1063	62	1229	827	565	0.471628962368265	0.281663302174086	
RPL18A	198.505	313.977	0.661484	1.43923	0.0451	0.576345	-0.741789683157733	6.32369280476978	0.056845343850375	0.607433102858292	-0.679713229812475	2512.96194502597	0.175526607507891	0.000107758830964045	0.0315934281019671	3988	6011	2693	3401	213	3005	3088	2899	0.17905988958482	0.547658136397447	
CLEC18A	38.0168	5.22848	-2.86217	-2.89096	0.00015	0.0135095	2.76983695586776	3.8841516890235	3.63982629870385e-11	1.14108554464366e-08	0.78408585102265	586.704396527867	0.365692249044312	NA	NA	122	246	183	115	414	262	149	197	0.411339688979034	0.328866043533212	
EPB41L5	6.38621	3.94074	-0.696495	-0.820786	0.09615	0.783844	0.895905747697224	2.91085374637483	0.0226124440535741	0.361358382559289	0.763033343293812	251.443716365128	0.299864425803143	0.0109404730577322	0.286784818088089	236	287	102	270	62	336	583	318	0.100549267113434	0.667801626053818	
WNT4	7.0812	12.5353	0.823926	1.0069	0.0443	0.57257	-0.847568981099362	2.93113533781874	0.0336722640862174	0.452031061580593	-0.54919008722846	236.533361968085	0.37509199015047	NA	NA	339	320	587	105	19	284	213	302	0.0546854421755066	0.768753663108918	
ZBTB7C	3.30585	1.75846	-0.910707	-1.1561	0.02005	0.389157	1.0641920530542	1.39952244130586	0.00823473758834073	0.189501405552982	0.783875854326544	92.9166542177821	0.364553506254147	0.0315365993372084	0.40378985591046	53	68	34	138	26	127	251	82	0.0146166679862792	0.902593947678675	
NAT	NULL	NULL	NULL	NULL	NULL	NULL	1.06052317508661	0.645016880351235	0.0125617255751187	0.250505954920843	0.804994820092876	47.2937340818707	0.345350792344661	0.0197560893783195	0.349293751001916	57	51	13	44	6	52	163	105	0.0241753352761153	0.859703224836889	
PCSK6	8.72775	3.59282	-1.28049	-1.43267	0.0055	0.183211	0.999801356277105	2.95654471559371	0.0111257311055026	0.231619468463969	0.807211511554588	269.59549337484	0.338264030432604	0.0170172121167919	0.328824416424366	315	235	138	191	85	357	471	297	0.113866463392205	0.644804341921345	
SETBP1	3.6344	1.86666	-0.961258	-1.43099	0.0044	0.155388	1.36241772411977	4.69205692989121	0.000563288405320124	0.0251725648416581	1.05168422303001	863.423225223392	0.348101733143553	NA	NA	701	427	441	767	296	1302	1437	1023	0.248423354665992	0.475115169731491	
TMC7	4.89642	7.91333	0.692558	0.95833	0.06085	0.664087	-0.902378342993551	3.92167295688411	0.0236541603885535	0.368072548294294	-0.662665120537831	473.833579556956	0.334892030522452	0.0478449962770411	0.463135280134447	1278	956	455	487	47	372	288	751	0.0236649040990842	0.862491833301015	
LOC101749375	NULL	NULL	NULL	NULL	NULL	NULL	1.27060141495729	-0.311735996496349	0.00221242023225685	0.0738096627719116	0.819621918984385	36.2873484436921	0.398124359463441	0.0395221916725257	0.434618481596535	34	37	3	15	17	36	55	26	0.0109639089091899	0.917071411628836	
LOC100859737	978.956	491.638	-0.993646	-1.85081	0.04335	0.570021	0.821155571009251	6.9831928071646	0.0347109221438694	0.461038902344554	0.583621174386267	4119.71570361404	0.378158743712609	NA	NA	3863	3343	2688	4612	1495	5493	3147	3792	0.0577325397421834	0.761245534518955	
LOC101747980	0.29897	0.0641003	-2.2216	0	1	1	1.5854666299794	-0.848394139938253	0.000544333094298178	0.0245686984280015	1.11366519957749	21.3109901693041	0.373208670069387	0.0028448054256227	0.173352455610016	17	10	5	13	8	31	50	22	0.252225996177385	0.470054127572048	
ARHGAP40	1.99801	1.20823	-0.725668	-0.908813	0.06545	0.681401	1.22012591606762	0.812362948494113	0.00361140660362374	0.106927730522293	1.04755328725829	56.8354943812318	0.273412569851612	0.000127415465442809	0.0367338786871618	50	46	21	56	11	107	168	84	0.411353552965462	0.328064209374299	
NLGN1	5.33797	5.17852	-0.0437489	-0.0670411	0.8925	0.999226	0.948237266045635	3.49390480459736	0.0154234217029993	0.283934804718945	0.771951712560768	382.377684459654	0.334571280344994	0.0210388679150212	0.354541546422565	434	373	158	349	116	503	686	422	0.102187486724078	0.664556887985669	
TESC	9.00675	15.4688	0.78028	1.28562	0.05245	0.62173	-0.857365120196246	2.50245631400475	0.035306197661928	0.4668621303166	-0.708906681677966	174.739892292986	0.293246891165763	0.0156301227402267	0.312928082361622	326	275	126	443	16	277	183	121	0.0305121562285956	0.83743847004167	
SNX30	6.34009	5.33999	-0.247666	-0.351856	0.47785	0.999226	0.945175259824767	2.23448938399803	0.0172450518242209	0.308932785536757	0.788930700980735	163.021171041845	0.313587678382886	0.0118755227669227	0.289661610484704	191	124	95	127	45	200	324	228	0.0956847891643316	0.67845008105658	
NUCKS1	113.968	32.5739	-1.80684	-1.41166	0.024	0.428676	1.70139659207649	5.16685866961506	1.9525392199846e-05	0.00164522652536094	1.07642620041537	1226.5279056146	0.388941665052825	NA	NA	787	808	511	676	590	1112	1439	1051	0.822798269363423	0.0755287931254067	
MEIS1	13.8812	12.2632	-0.178797	-0.268881	0.5911	0.999226	0.799039164645771	2.76867849957548	0.040771187340917	0.504263668216543	0.663231852184292	236.953940630885	0.331722174017076	0.0455694796973702	0.456319053337149	247	262	146	183	72	313	344	276	0.071600761791133	0.728156126225734	
FTO	0.854695	0.234755	-1.86426	-1.63532	0.00445	0.15586	1.92259475974415	0.620854896689497	5.84797010511291e-06	0.000561563183336923	1.22426090880208	70.014572132117	0.392769536096288	NA	NA	45	41	8	37	34	67	95	83	0.0891175663214874	0.692501484365105	
OSR1	7.8177	3.09514	-1.33674	-1.70831	0.00215	0.0963087	1.27805243300224	1.91788058985674	0.00174751492668763	0.0623606845540414	0.775297349453931	115.575090133043	0.389091239891218	0.0463069143464784	0.458600033223403	192	55	10	114	13	188	464	213	0.0226198280006827	0.868207312419034	
BCL2	24.3717	14.6339	-0.735891	-1.07744	0.0291	0.473557	1.16827620202874	4.40465209531038	0.00297619592518119	0.0923530491019107	0.969871945526218	704.00832430902	0.32065844340978	NA	NA	636	665	390	441	216	983	1269	929	0.51496652981402	0.244699868570196	
ASXL2	3.43034	2.49405	-0.459862	-0.680446	0.1758	0.934199	0.818309634600694	3.24267053016767	0.0358628412631664	0.472803988898071	0.674869022101373	321.292658937424	0.331657727484365	0.0418673960734794	0.44420677839664	387	342	155	279	93	404	617	324	0.073851144986939	0.72266184629325	
DDX6	26.4085	18.9737	-0.477002	-0.708891	0.157	0.912412	0.932369260996873	4.40792546581256	0.0173318668134962	0.309707239505542	0.844412789565027	682.65120374148	0.256458197894174	0.000992676173378939	0.103530807727896	862	644	284	630	136	1034	1671	1102	0.280807019481567	0.439903810248022	
WWOX	10.7141	8.52775	-0.329278	-0.333073	0.5519	0.999226	0.79398981816178	4.15087917186777	0.0415494792055752	0.507013049630482	0.680433619280548	586.539576068093	0.313051851170566	0.0297390025876205	0.393291488349128	772	577	329	464	157	792	849	888	0.0804313759271719	0.708687970658847	
GLIPR2	13.0142	7.92051	-0.716424	-1.04567	0.03485	0.519909	0.739469520178909	3.61822984249103	0.0618254092848394	0.633650997660676	0.72676886447571	384.47482350995	0.194870336466979	0.00019186032273673	0.0465301816402678	378	390	297	368	42	744	815	876	0.293549483945279	0.426956502939596	
FAM172A	32.7168	18.2868	-0.839228	-1.16281	0.0229	0.418694	0.789312094502195	4.93951747638243	0.0425336007383689	0.512277570926863	0.647382358394427	1006.31679815971	0.335890955902253	NA	NA	1122	690	767	962	287	1212	1427	1427	0.0389003934231894	0.81178113877181	
LOC101748700	261.119	38.9542	-2.74486	-6.17721	5e-05	0.00552662	2.41619652566634	3.42046658855512	5.38011486521025e-09	1.10282008362069e-06	0.70674263856782	444.302305689512	0.365143399409942	NA	NA	154	163	152	152	306	227	115	89	0.747701645092396	0.10547540063379	
LOC419563	9.56842	4.17606	-1.19614	-1.62772	0.00315	0.122418	1.15808295857163	3.94802310860559	0.00348937458501693	0.104328874338557	0.763808097579329	476.690437486079	0.376040460150553	NA	NA	512	339	185	511	44	587	2748	376	0.0773586505753088	0.715783723945694	
COX5A	122.926	193.598	0.655275	1.01789	0.04325	0.569375	-0.730940792770318	5.68015118280694	0.0607966816258867	0.625520500899147	-0.680019659396095	1607.01394269632	0.149563914880791	5.44980719531293e-06	0.00496161920339595	3059	2739	1755	2594	133	2320	1745	1773	0.469718989670926	0.282584108500586	
TSPAN18	13.5863	9.1957	-0.563126	-0.480355	0.3124	0.999226	1.3535906881506	2.58642815438802	0.000722798950775793	0.030694478152666	1.11043306633137	203.874522807385	0.315808936266515	0.000437845831313992	0.0717804060862749	183	150	59	191	54	340	555	239	0.333493082776043	0.389047490419803	
TMUB1	179.832	38.4242	-2.22656	-1.59991	0.0368	0.533569	1.96110781249397	5.07820046168223	1.07644715129925e-06	0.000125397269789056	0.657255107191498	1201.00675887871	0.375245024329666	NA	NA	732	590	494	464	760	608	458	335	0.466518563463448	0.28712894752752	
ALG3	37.3704	7.68953	-2.28093	-2.44785	0.00075	0.0444826	1.84157342221538	3.79604262972583	4.90163507064728e-06	0.000483764150166938	0.825591145875642	535.943408530285	0.394156942317613	NA	NA	265	340	210	268	333	274	199	173	0.868471122328931	0.0554539435675773	
LOC100857732	31.3723	50.6147	0.690066	1.02815	0.04035	0.552805	-0.696746495304401	4.28244517736652	0.070298062712311	0.685237357522197	-0.589464169203245	598.585551636372	0.267812092712211	0.0277334458051673	0.382719870160765	1227	985	574	1038	25	1129	843	590	0.0786842487486754	0.712727137631402	
SLK	33.1983	27.8099	-0.255515	-0.352384	0.47825	0.999226	1.04126358829618	5.90229124244995	0.00778278874031762	0.181723428659464	0.931498731617368	1913.44671599788	0.271263145844672	0.000594897178978249	0.0816708841425853	2240	1987	872	1316	418	2665	4850	3038	0.297505289697263	0.420853995015274	
LDLRAD3	5.90572	3.55809	-0.73101	-1.09715	0.02985	0.478744	0.753754788977798	4.15860616083304	0.053210010900911	0.595504593462699	0.677999591272196	582.832299693182	0.269165969913727	0.0117725277851775	0.289263047767045	585	591	355	632	136	768	1151	842	0.23830536327508	0.483987738095365	
LOC768251	0.583964	1.97089	1.7549	1.71861	0.0094	0.245409	-1.50903718200041	-0.0440300764637531	0.000199574652130095	0.0110221047515787	-1.06581008791235	25.9517200470964	0.368340311400642	0.00380916997820711	0.190757169526113	29	95	20	73	0	27	29	18	0.131747927243986	0.613852073999878	
TUBA1C	1078.98	1836.92	0.767621	1.02249	0.1117	0.816384	-0.828842551226739	9.46632708803045	0.0331107335491733	0.448782414390067	-0.733418816591073	22205.8227653513	0.237583759342372	0.00202194033990214	0.153924270344597	35248	38249	27578	41191	1262	40066	25226	19826	0.000120262663448745	0.971051135676076	
LOC417263	3.08464	7.91951	1.36031	1.19665	0.01815	0.368675	-1.26137925854216	1.97995149102787	0.00192012285687133	0.0664499660110113	-1.14042481736438	117.917500919407	0.197540284056301	7.78145184669454e-09	2.34225267176527e-05	263	267	141	188	6	115	116	117	0.729856277454544	0.110851944915746	
LOC101749860	0.750803	1.35072	0.847223	1.06832	0.03855	0.545181	-0.782003095285601	2.38343543449432	0.0397776299609982	0.499032583115292	-0.652470193473562	155.355672518262	0.231755198872078	0.00487253182352811	0.213518971011597	271	312	195	231	5	189	226	215	0.158263538790169	0.58133402774759	
LOC101749861	NULL	NULL	NULL	NULL	NULL	NULL	0.84362348844291	5.48698701986828	0.0303888382221316	0.425066502604667	0.738933773255486	1451.30444023645	0.297272414986432	0.0129292351592842	0.300604717453357	1587	1409	979	1142	376	1886	2673	2030	0.103238931812332	0.662702894832946	
LOC101749869	132.935	118.056	-0.171246	-1.05422	0.7554	0.999226	1.20464614092023	-0.240829257382685	0.00597461903085737	0.153399097993399	0.928481444926951	29.5192755413592	0.337897839797313	0.00599934745139722	0.227749820736517	19	17	18	26	8	77	38	42	0.0977315564098814	0.673515334825928	
LOC101749247	55.0284	10.1248	-2.44228	-3.40368	5e-05	0.00552662	2.13675214150937	3.01055818867398	1.98404497084407e-07	2.76443599270941e-05	0.991760999363098	338.559248512604	0.396080454445084	NA	NA	122	185	112	151	213	246	138	130	0.706171125994558	0.12809795484375	
FYCO1	4.03473	4.82387	0.25772	0.190692	0.6673	0.999226	0.809184995263821	2.89012176409883	0.0399998755386617	0.499541503651546	0.710638138826058	241.472156623271	0.272142339039929	0.00902056611115388	0.273558115257798	250	284	94	280	48	353	603	345	0.106797841288517	0.656804856351706	
ZFHX3	3.97085	1.8905	-1.07068	-1.45755	0.00535	0.178564	1.00041621427488	4.75450370794824	0.0104952288020847	0.222182013508283	0.777291362669117	896.618459642622	0.351805422754101	NA	NA	935	699	417	929	294	962	1532	1010	0.120482845672244	0.633114720656188	
LOC101748876	0.567119	0.0409399	-3.79207	0	1	1	2.08874084571468	-2.63439866379747	0.00126234755543109	0.047883852645338	0.951978801695433	5.93032321464173	0.393047368976594	0.0154333974540422	0.312928082361622	3	1	0	3	3	5	11	8	0.159690848109929	0.579084014612249	
LOC396247	21.4887	3.92635	-2.45232	-2.26468	0.00015	0.0135095	2.19885119834696	3.34249961685608	8.39658177091692e-08	1.29708934922034e-05	0.947126752306597	416.542774314617	0.393134965750273	NA	NA	244	165	114	165	273	204	164	133	0.742348626494441	0.108144486739341	
TRIM2	58.5387	48.4893	-0.216867	-0.350518	0.56605	0.999226	1.08488392736062	5.14974352268056	0.00564515233525156	0.148110219740019	0.92565643334787	1147.60652522725	0.302942474087208	0.0022464676587109	0.157748145477162	1473	914	457	919	282	1575	2784	1644	0.163703745195747	0.574176065800223	
LOC100859046	0.179411	0.068683	-1.38524	0	1	1	1.89850348925452	-1.32447971557272	0.000190748764203911	0.0107292405153007	1.09586480145201	14.612431056473	0.395775045251224	0.00562444656774216	0.224203715433362	4	8	7	6	5	12	16	48	0.171673575321512	0.563665308065349	
DCN	91.7613	39.8714	-1.20253	-1.28216	0.0091	0.241654	1.18748218607799	5.86602581162705	0.00251732963024581	0.0811867368495919	0.92976306047039	1822.99018423888	0.331779478271294	0.00507314040545825	0.214983006838994	2622	1283	553	1428	158	3121	6926	3922	0.0897809605237089	0.690451928194334	
FLRT2	1.72608	1.01944	-0.759724	-1.02942	0.0407	0.554268	0.892497959343433	2.82435646890245	0.0234779316882103	0.36633566714901	0.77318873394034	236.746316379735	0.28213178555827	0.00613414312690169	0.22869406783306	205	216	121	283	57	346	521	312	0.157395857219314	0.583555616434971	
AES	134.468	213.687	0.668233	1.01223	0.0423	0.565617	-0.680847818041598	5.61948222797569	0.078643376400456	0.71557540913665	-0.584071584993218	1530.68936760964	0.259862961270555	0.024600825086155	0.371203081254384	3021	2299	1648	2598	76	2971	2013	1491	0.0737235857664881	0.723071680344661	
LOC101747909	NULL	NULL	NULL	NULL	NULL	NULL	0.939283229111225	1.93975418537676	0.0190601252968039	0.32923446940844	0.78919145856024	125.622281377986	0.298362286623208	0.00816721382574447	0.263084664353311	109	138	40	159	25	208	337	170	0.0519127474501679	0.774125808614502	
RGS1	0.385099	0.312536	-0.301207	0	1	1	1.00819782669535	-1.12913259067489	0.0433136607999408	0.520496404133674	0.777643854967186	13.011836506179	0.338874955985362	0.0217456704979676	0.355199818955471	13	11	6	14	2	37	24	22	0.0817791856723148	0.706083666847125	
IFI30	69.2896	14.6014	-2.24653	-2.21917	0.00035	0.025138	1.89260926183236	4.77911351432656	2.42046826887509e-06	0.000260019008995443	0.919763572292175	979.419633139852	0.397472978329832	NA	NA	611	693	373	301	580	602	592	430	0.187344775420104	0.535048993357453	
FAT1	10.8211	6.56477	-0.721027	-0.972902	0.0453	0.577351	0.830793808027378	6.0973835929747	0.0329445985520137	0.448782414390067	0.756964208856839	2195.0326216663	0.262986836124953	0.00399780382650282	0.192629555963359	1792	2207	1451	2382	496	3089	4573	3260	0.187878578833482	0.533421884108815	
FAT4	0.998456	0.471794	-1.08154	-1.40403	0.0061	0.191223	0.959862792906705	2.94805864987266	0.0146687059052383	0.275499664044576	0.791450882480303	265.845508553711	0.326570201538706	0.01537071667334	0.312928082361622	261	280	134	216	80	355	512	279	0.213825787680091	0.510454044936669	
LSM1	57.7246	25.769	-1.16355	-1.83027	0.0092	0.242609	0.912228611226061	3.80769287546707	0.0190435133723716	0.32923446940844	0.588905928073491	498.159100074935	0.393523470107794	NA	NA	417	443	335	429	216	490	329	332	0.444062469258281	0.308670182291844	
AKR7A2	37.7923	81.1082	1.10176	2.00714	0.00065	0.0402338	-1.15950380575007	5.52379995304066	0.0030771600111198	0.094468481178728	-1.04971147335169	1432.20207416898	0.204678535110216	2.9192650558495e-07	0.000420812057800705	2471	3398	1947	2173	70	1582	1502	1543	0.583094824077623	0.207601175764985	
LOC101748329	0.155394	0.0281121	-2.46667	0	1	1	1.50896118853097	-1.39913782010408	0.00342000777121665	0.102542511486352	0.986307033463444	11.7541591080111	0.380708570746525	0.00957770450369561	0.279384709114548	4	7	5	12	3	27	35	11	0.134441302258031	0.610809550914624	
LOC101750633	NULL	NULL	NULL	NULL	NULL	NULL	1.02163397371956	0.112715258392834	0.0251454022539972	0.384263780182301	0.870897166427528	30.405771247571	0.302523252727815	0.00399219743800474	0.192629555963359	29	36	19	24	2	55	106	64	0.101626787829256	0.665781284179664	
LHX3	0.333819	3.66408	3.45631	2.77745	5e-05	0.00552662	-3.62550781199711	0.595176896192239	1.23097710559563e-11	4.07058789611852e-09	-0.251498307058728	42.2030397741187	0.235586734284048	NA	NA	3	204	0	231	1	0	30	0	0.007094223061628	0.936155026506851	
SLC38A1	14.3723	12.7665	-0.170929	-0.249776	0.6085	0.999226	0.913625225359744	2.99325569011177	0.0217299665045014	0.354970969063341	0.701462034350587	249.122348429352	0.340297286088892	0.039272400194879	0.434618481596535	334	188	71	325	32	422	938	297	0.0214552890747553	0.873218865195106	
OCA2	1.5564	1.24086	-0.326878	-0.137783	0.78675	0.999226	1.00683714643185	1.36098503351341	0.0136213957421109	0.264619179898182	0.846935191424116	84.9865635726135	0.298878636669731	0.00460111572079278	0.207832759810314	74	60	48	94	17	115	145	215	0.108279245929315	0.654208511617569	
LOC770881	0.12919	0.0652575	-0.985273	0	1	1	1.64171188450265	-1.79851387051016	0.00292325819009554	0.0911082135913111	0.962952812974373	7.17330430280905	0.393659792874457	0.014438897001517	0.309120656676362	4	7	0	8	1	17	25	14	0.201886785016818	0.517879081640808	
SDCCAG3	49.6013	8.40499	-2.56106	-2.52433	5e-05	0.00552662	2.03850435011018	3.24949078372343	5.84385542796834e-07	7.24298314031565e-05	0.976954073644452	384.426243223794	0.396950733930028	NA	NA	222	245	128	103	235	251	189	187	0.275021471024956	0.44559309147665	
MPO	NULL	NULL	NULL	NULL	NULL	NULL	-2.44986665084028	0.64681673569164	8.24066917551727e-09	1.58265392327637e-06	-1.57765081648008	45.301667303447	0.38340483680751	3.87442562581155e-05	0.0155860033663461	74	81	150	49	0	34	21	19	0.460410604895591	0.295039270246186	
LOC101750749	11.4166	51.4157	2.17108	14.9688	0.01655	0.352583	-1.57032929654657	-1.022528451119	0.000526373262325706	0.0238242573381304	-1.11481671622083	12.9131296014552	0.36206850549376	0.00207681686902985	0.153924270344597	25	31	26	18	0	16	8	10	0.221865518952016	0.499622760729967	
LOC101750748	0.0650018	0.489236	2.91198	0	1	1	-1.59039763473844	-0.647537092594138	0.000222144534980264	0.0120500692028226	-1.06462929394246	16.7212074994772	0.378481682316274	0.00490976553672334	0.213518971011597	51	20	17	49	0	24	13	8	0.0835673708849675	0.702164429386076	
FBN2	0.595624	0.363289	-0.713284	-0.813095	0.1039	0.80208	1.02907283175908	1.91831643974654	0.00954626276143488	0.208085101787596	0.838550070180932	135.619471594532	0.327327468302737	0.0104128918096462	0.282844993140799	113	101	69	142	42	225	211	156	0.0825241297882544	0.703903439396363	
