Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_807	bayseq_library_808	bayseq_library_810	bayseq_library_811	bayseq_library_712	bayseq_library_713	bayseq_library_718	bayseq_library_720	bayseq_likelihood	bayseq_FDR	
LOC101750749	11.4166	51.4157	2.17108	14.9688	0.01655	0.352583	-1.57032929654657	-1.022528451119	0.000526373262325706	0.0238242573381304	-1.11481671622083	12.9131296014552	0.36206850549376	0.00207681686902985	0.153924270344597	25	31	26	18	0	16	8	10	0.221865518952016	0.499622760729967	
TRABD2B	0.922196	0.344383	-1.42106	-1.49291	0.0058	0.189133	1.44270072313075	1.7915366765172	0.000365922533996306	0.0182687039338015	0.977713354590437	123.484372850306	0.380514809786303	0.0101860417002765	0.280201160534043	101	80	15	142	38	140	354	144	0.0250964607682872	0.856930476981542	
LOC101751626	7.3318	2.82096	-1.37798	-1.81553	0.00785	0.222334	1.01401677081285	0.907875309069916	0.0120282978143841	0.244943025321976	0.756388115689204	69.8282881642052	0.370289237134684	0.0410826019957062	0.440251930887991	66	63	24	66	23	86	172	44	0.0440099310630124	0.79566848890657	
LOC101748621	0.530763	0.154906	-1.77667	-1.46843	0.00875	0.236268	1.12453127401415	-0.61393776700333	0.00690174452187496	0.167552571977142	0.806668362880739	30.0140281549524	0.394171115107596	0.04070790667866	0.43864696670933	16	17	11	27	14	36	22	32	0.0528642447062549	0.772059068638219	
DOCK5	1.90223	1.0024	-0.92424	-1.27969	0.01045	0.264309	0.788978958528356	3.36536575353859	0.0441973276642666	0.527251612281385	0.678925999898368	335.792372082593	0.294406061544168	0.021105769916468	0.354654034157347	309	398	162	388	70	369	909	470	0.0615683254921808	0.751696079549044	
SCNN1B	0.438462	0.906436	1.04775	0.919313	0.04295	0.56762	-1.36655035878313	0.405188136236887	0.00290155925224807	0.0905643340255116	-1.20274516041882	38.9581731627857	0.265278753230703	5.79067042483853e-06	0.00500835085044285	70	103	40	76	3	42	34	25	0.580858932659414	0.209737110571534	
ANKRD52	6.3627	2.19586	-1.53486	-1.38054	0.0069	0.208248	1.47826653518693	3.57325671580936	0.000206498315193799	0.0113165323478185	1.24565673087279	401.135788457971	0.3048894876321	4.39629113997023e-05	0.0168993431420456	386	322	127	241	118	735	802	576	0.719459068501215	0.12027775341371	
RASL11A	4.03946	9.95323	1.301	1.88543	0.0028	0.114296	-1.45054603668414	1.96026548709336	0.000639143543258741	0.0277500245523215	-1.2268256181095	118.475720823619	0.283306081723359	1.48845975791572e-05	0.00887840582497455	213	328	177	149	9	137	85	68	0.443977131137879	0.309491952014669	
ITGB8	113.292	61.632	-0.878288	-1.03195	0.0479	0.595149	0.791234034657191	8.58150724725954	0.0418909479331967	0.507824856909892	0.720039559634093	12183.8453274318	0.270809672387397	0.00784102157212821	0.257355790358022	13272	13232	9552	7720	2460	16997	21660	24142	0.00591012480231851	0.941728382767265	
LOC101747328	1.285	4.26439	1.73057	1.70852	0.0007	0.0422532	-1.46609379932668	1.71770328301616	0.000286293300573733	0.0148858550771484	-1.05553157800111	96.8643682974655	0.363125577861322	0.00365152528665657	0.190224507828194	102	183	137	303	3	93	153	32	0.0739982368231926	0.72211318232872	
C15H12orf52	2.16545	4.11119	0.924887	1.16867	0.04945	0.605132	-0.912784039885516	1.4785651481021	0.0222616898481771	0.358711038687407	-0.750980650183462	82.3880023597563	0.287657185840629	0.00903625984299834	0.273558115257798	150	159	105	137	4	157	66	75	0.159321879648216	0.579407369501915	
ANTXR1	9.88938	3.73532	-1.40465	-1.94645	0.00025	0.019793	1.43480891306313	4.37358840069502	0.000295499693844791	0.0152160929308774	1.12451940884847	669.33148355913	0.335856424042347	0.00081333981486053	0.0925602112990622	803	369	174	533	147	877	2339	992	0.145291160090952	0.598810673180954	
SS2	44.7595	22.857	-0.969559	-1.21774	0.01385	0.319451	0.869794115524267	2.62142826948403	0.0283787727646655	0.409103718118568	0.720961458900167	202.000217810867	0.320087350209018	0.0242976544393678	0.370665260844611	273	181	114	145	41	577	191	323	0.0427786916075171	0.800033343757044	
COL6A1	5.52655	2.25284	-1.29464	-1.87119	0.00045	0.0302763	1.18728935512671	3.45666313973169	0.0027436416669795	0.0872969448607	1.00622879510738	354.196124482695	0.299204300340855	0.000770959458688359	0.0925602112990622	477	270	117	258	68	519	1057	615	0.246964935358305	0.476114200234649	
COL6A2	7.6468	3.63645	-1.07233	-1.50551	0.0027	0.112646	1.03726414375223	3.84742088423306	0.00837243995866031	0.19171178844116	0.88795623010811	468.013681235079	0.297040589803179	0.00279578018148834	0.171939698985629	606	386	160	434	102	656	1198	736	0.166802925914206	0.570174572777197	
CYP26B1	2.21302	1.08635	-1.02654	-1.17379	0.01975	0.387309	0.789437021743701	1.72179271871217	0.0444579712242319	0.529176454806352	0.653569026144761	118.529492007271	0.326699621686783	0.04544417584069	0.456319053337149	131	109	66	107	36	167	168	141	0.0305220225035906	0.837304596334042	
SYNPO	3.29662	1.8029	-0.870669	-1.13047	0.0254	0.439836	0.777188238332343	2.79112259395118	0.0475087857720729	0.552532621434288	0.662237520121617	233.010098758927	0.307034713860505	0.0310148921607912	0.401268215854426	305	234	141	166	59	297	489	286	0.0402792674914244	0.807632450886247	
LOC101748755	7.31387	14.87	1.0237	1.65901	0.0341	0.513673	-0.915352180109264	1.70700606699759	0.0141508819237521	0.270717838639271	-0.725782008448647	94.3035138508717	0.323560830396397	0.0248898267513789	0.371745041991735	184	164	113	186	1	199	103	78	0.256653788964303	0.468006004177529	
MIR1653	5.6213	1.36941	-2.03735	-2.4845	0.0012	0.0622756	2.78271097783984	-3.23920713088494	0.00118995551997917	0.0454019285763934	0.844581383779254	3.43131649245208	0.364609578746379	0.0205364753295913	0.353074828749486	1	1	0	0	2	3	8	2	0.382677419719017	0.351436563621039	
LOC417962	2.01412	0.652695	-1.62567	-1.13781	0.015	0.335079	1.0767023009233	-0.327310837694717	0.0152913595345452	0.281990659651759	0.843439951595823	25.0468656959526	0.330599784998156	0.0107339862363988	0.285656144488042	15	38	8	21	5	49	63	39	0.0743574187454122	0.721423963831556	
EMP1	4.0093	2.00294	-1.00123	-1.29937	0.02075	0.396416	1.00368854965996	2.00622886667277	0.014213422351173	0.270779032781328	0.859567894763616	125.978270780021	0.293949534688165	0.00345340271006983	0.185278691042038	83	97	111	112	16	195	299	330	0.057094811272449	0.76282791668889	
MYOF	2.60336	0.98206	-1.40649	-1.75613	0.00085	0.0495503	1.19572863154449	3.09333755513744	0.00277160144529198	0.087811752140001	0.914155293015239	266.549070518704	0.341236143241974	0.00738529510958263	0.250403985512	318	215	49	293	33	475	991	452	0.0839299512898168	0.701686746108421	
IL1RL1	1.16323	0.514727	-1.17625	-1.03587	0.0383	0.544448	1.06492465288306	0.51126953568544	0.0122222819775856	0.246270895272372	0.885160330697719	44.1615431028506	0.302058743871601	0.00338499285138599	0.184135352075583	40	56	13	42	7	87	135	65	0.0642950497857452	0.74639836512311	
LOC100859076	4.84235	1.45478	-1.7349	-2.37967	0.0181	0.368675	1.2370548291538	-0.988735070991131	0.00852873300588032	0.193626762746919	0.876233177810981	17.3457370413242	0.367427601350523	0.0170894409969653	0.328824416424366	4	15	10	16	5	27	32	31	0.0730311672380514	0.724563470426482	
LOC101751023	40.6579	66.7379	0.714972	1.53668	0.0289	0.472561	-0.767055412027799	4.13997396292799	0.0494324815273827	0.570081653688668	-0.675282848288463	546.173544424101	0.222461525254019	0.00240134043462518	0.157748145477162	1115	917	643	798	37	959	600	508	0.173360948105216	0.559797845529	
LOC424918	6.9111	11.5823	0.74493	1.02461	0.04205	0.564047	-0.88235109497074	3.1812110711691	0.0289463504610437	0.412761404099351	-0.771354381082441	283.075593547407	0.251498206133337	0.00216191872155589	0.155820291856141	510	467	440	360	28	384	257	250	0.312040674953456	0.408824846834993	
LOC101750988	2.83014	0	-inf	-nan	5e-05	0.00552662	2.34879465471658	-3.20690092348567	0.00135528142799375	0.0503343022333984	0.7648564004109	5.68921380702943	0.355419741807115	0.031398879871723	0.402435930718786	1	1	1	0	4	2	2	6	0.138397950044236	0.607162301795511	
OLFML1	3.29484	1.41507	-1.21934	-1.5412	0.00405	0.146992	1.11675476253959	2.22899395544525	0.00578610206761558	0.150608209862551	0.860685768244548	147.401247767668	0.34160258798428	0.0117504004782406	0.289263047767045	152	206	49	89	21	141	516	328	0.0250552017500218	0.857202518486556	
MKRN3	1.38943	0.277244	-2.32526	-1.93975	0.00355	0.13369	1.29389201732922	-1.49716188258592	0.00333926766137986	0.100688130134789	0.836744042387062	18.1093109286681	0.397636911848906	0.0353530120063814	0.417032999721146	11	7	4	11	10	18	22	7	0.106868465423951	0.65637505190453	
MCAM	10.3057	5.14889	-1.00111	-1.3639	0.0066	0.20206	0.801012011825235	3.15459775223103	0.0417068151182887	0.507824856909892	0.654098150370221	289.810096246245	0.324973327492701	0.0441383176870974	0.450802469771845	181	378	96	448	57	675	431	444	0.0656438508597557	0.743545556600051	
FAM163A	1.13041	2.37827	1.07306	1.19908	0.0177	0.363876	-1.20862514482091	1.74892633141477	0.00451204721274249	0.126729673888332	-0.862335164512188	103.258532543196	0.351954544031086	0.0142803769576517	0.308777450766824	304	73	175	135	9	118	87	76	0.149657277291068	0.592230863688302	
C5AR1	0.752661	0.272704	-1.46467	-1.4076	0.00985	0.254426	1.06902218109602	0.0703828958070168	0.0103235060836466	0.219418247947337	0.805520144839308	40.4985414464482	0.363480987651251	0.0266827840920066	0.376782693243699	29	35	28	19	14	51	82	39	0.0349348282082993	0.823497702699898	
FHL5	3.76754	2.06861	-0.864962	-1.03166	0.03925	0.54793	0.871134099109387	2.42487489016385	0.032546883748002	0.446770423528593	0.721975568161343	162.587559678909	0.311556300753289	0.0204863203693186	0.352609323132809	220	205	68	123	12	253	465	427	0.0278409593300145	0.84631263668037	
TNXB	0.527928	0.0566685	-3.21972	-1.62309	0.0113	0.279171	2.00135033308573	-1.21005705265443	3.19121697321927e-05	0.00252065483806845	1.18154703017877	24.018528409922	0.398221091332859	0.00300659433668821	0.175702935256867	10	10	5	6	14	26	25	15	0.506334865245054	0.251901810572437	
EFCAB7	3.74757	7.2295	0.94794	1.03953	0.04165	0.562454	-0.875769062439198	3.21298283384982	0.0249790939786891	0.382821226051542	-0.726840526516941	283.528283013213	0.278217079955797	0.00898841996845546	0.273558115257798	610	433	387	402	15	343	249	435	0.129901676820249	0.618462477300878	
CNTF	2.38211	0.459603	-2.37378	-1.44903	0.01465	0.331481	1.06971196661573	0.0714447752574698	0.00777693608801905	0.181723428659464	0.77655535838678	46.5589682048215	0.392391535221738	0.0478124168296329	0.463079051690364	31	49	16	29	21	43	69	29	0.0490092470214601	0.782416118928965	
CSF2RA	2.89633	1.48407	-0.964671	-1.18414	0.01965	0.386238	0.893023252798632	2.4588354218237	0.0269125978808364	0.398429164743684	0.758874471042902	169.697546821466	0.29823644909218	0.0109421886887581	0.286784818088089	131	281	85	130	18	251	518	372	0.0340008091778597	0.825899865406722	
CALCRL	14.045	6.43186	-1.12675	-1.23224	0.0342	0.514724	1.02724021917615	3.05751411263991	0.00922953517426545	0.202840444170094	0.905486492071179	279.541561033168	0.2700750189788	0.000800210013411631	0.0925602112990622	272	266	150	222	72	558	470	368	0.675004455822888	0.140138147458645	
FNDC1	6.65181	3.77213	-0.818368	-1.25767	0.0114	0.280826	0.849204347224174	4.29441422165061	0.0303235073058854	0.425066502604667	0.777707907340482	624.215566939504	0.245243066628441	0.0015182530035577	0.140442462329097	501	887	312	605	100	890	1667	1146	0.129945125412928	0.618195064074651	
LOC100858433	0.919218	0.24778	-1.89134	-1.6602	0.01185	0.288158	2.01227462657791	-1.09440301503487	0.00018724256640275	0.0105598863242694	1.3067722418134	12.2430774554606	0.378627499274186	0.000557810336424963	0.0778145419312823	4	6	6	10	1	56	24	28	0.301639448662916	0.416482663940284	
LOC101751390	0.524762	0.236762	-1.14823	-1.11725	0.0352	0.522384	0.862258494911688	0.240521186592885	0.034059254016509	0.455943976496052	0.678129235387394	41.9378745469117	0.340025386556763	0.0461139452547881	0.457384762051218	48	45	11	39	12	58	83	52	0.0179239693378761	0.888128887189893	
CAV1	6.78624	2.64963	-1.35682	-1.30507	0.00925	0.242609	1.30533016215999	0.420736642930077	0.00208355973244974	0.0709541954893985	1.0804309747246	46.2731370952534	0.287722697368923	0.000173263930331772	0.0447331263713282	40	35	16	38	12	71	105	82	0.440106713000092	0.311956936615791	
MET	0.978669	0.305528	-1.67952	-1.54785	0.0042	0.151147	1.49690221977218	0.901698239669782	0.00033340849617764	0.0168426595296562	0.974941396960472	62.9748100798632	0.384208415498438	0.0111636955663963	0.289056372599189	54	26	6	83	15	90	203	98	0.083323549838566	0.702482127938625	
CYBB	3.33918	1.80454	-0.887862	-1.09006	0.0294	0.476163	1.07128847450095	1.47116251606643	0.00978577184336711	0.212005166826118	0.982319276404886	87.7403057977107	0.242050295002724	4.94255027000787e-05	0.0185320135641672	57	81	59	83	13	194	164	206	0.32237452047293	0.401722391587293	
LOC769478	0.261311	0.871836	1.73829	1.49269	0.0186	0.374685	-1.35375897125965	0.344285212618075	0.00381390419295999	0.111836051699479	-1.0012092095661	37.4400191021471	0.342935166326032	0.0035056062328617	0.186584543433974	73	118	40	46	3	30	19	45	0.063684524036609	0.748078085255137	
LOC101749222	0.39195	1.02414	1.38567	1.31646	0.01095	0.271707	-1.07028261356507	1.31304322869561	0.00897873850565084	0.200064035435511	-0.884730023026181	73.2137859307792	0.292800333781753	0.00251429709498794	0.16289255112023	105	230	84	101	4	90	98	53	0.104395215412524	0.661664444821327	
PEAK1	8.32361	4.83045	-0.785052	-1.11222	0.0274	0.45951	1.3583038756703	3.7545651389134	0.0006101732913371	0.0267098033361895	1.06697194480834	453.535159254469	0.340190590868942	0.00171038881570699	0.150598446625519	473	348	159	307	137	576	1234	469	0.298454616019891	0.420233641016844	
HPGDS	30.1603	69.0109	1.19417	1.70461	0.0011	0.0585131	-1.26728726364813	4.56451584316141	0.00116265854105225	0.0448294564885352	-0.950314231372511	726.895353826517	0.344498091927775	0.00580589280406733	0.2256861432017	1229	1826	1316	689	19	529	1153	741	0.0373851914658016	0.815921781234217	
MMP2	39.0216	18.9074	-1.04532	-1.68163	0.0016	0.0782621	0.999714926629183	5.82067841469664	0.0107052790802713	0.225747635666554	0.900598898626711	1773.44451576736	0.255357601863883	0.000420591287652138	0.0699556547481412	2161	1580	1009	1258	174	3125	5036	4336	0.239050443653999	0.48301206331874	
FSTL3	0.497698	1.09639	1.13943	1.14092	0.0484	0.599174	-1.12774802719918	0.188677965070655	0.0120491993995916	0.244943025321976	-0.908923290592493	32.5820771700105	0.313513950234668	0.00374178420503332	0.190475841092983	81	67	27	62	2	45	40	17	0.0809438263663807	0.707468310750327	
LOC101751989	0.298734	0.97549	1.70727	1.58293	0.00905	0.241078	-1.47223530631571	-0.0992428729853163	0.00131635310839857	0.0493169138967821	-1.12093510586244	25.9826828799173	0.338798471474635	0.000937770538053701	0.100133054118845	58	57	21	69	1	13	27	28	0.145495634342356	0.598222449475364	
FGF19	0.992115	3.78785	1.9328	2.15996	0.00055	0.0349332	-1.7495256178467	1.86714627556945	5.92258242464649e-06	0.00056617763286374	-1.26234885037977	105.712753767775	0.36525110891629	0.000548026947579425	0.0778145419312823	240	245	215	121	0	73	153	56	0.186507318192268	0.535454297125212	
TLCD2	61.5347	111.127	0.852735	1.19813	0.0168	0.354801	-0.967915902709886	6.42300491779252	0.0135719827241936	0.263984970542299	-0.752149385580079	2702.44508880244	0.311685181911375	0.015814433783426	0.315886923309126	3935	6451	4544	2432	298	3056	2004	2460	0.0477122470555313	0.785175491472547	
BF1	61.3817	29.0428	-1.07963	-1.5567	0.0025	0.106388	0.897817576243072	5.43420004963009	0.0214749569225341	0.353789128032906	0.775020968156806	1386.49455848956	0.295420271345583	0.00870436517598288	0.268393184047167	1354	1204	864	1395	304	1746	4041	1560	0.222970960774898	0.498235556331072	
LOC428421	0.816587	0.388299	-1.07244	-1.17798	0.02775	0.462645	0.838638026814893	1.49015425915639	0.0364884763112827	0.477508494784483	0.722099597382947	94.40600557623	0.263602130043345	0.00615600157412275	0.22869406783306	92	113	63	61	21	139	192	154	0.0600641142938767	0.755318122113086	
TRPM3	4.60166	1.33712	-1.78302	-1.91272	0.0014	0.071564	2.17387922373735	4.68284635381706	8.00049627128168e-08	1.24492393803783e-05	1.28726262144325	853.900644876252	0.392119463073394	0.00102769612683993	0.105815997631412	770	205	68	581	291	930	3000	948	0.0321925050448657	0.8323315641121	
FAM19A3	2.83996	5.7438	1.01614	1.10375	0.02115	0.39913	-0.912502145446525	1.84304357713926	0.0190582350228314	0.32923446940844	-0.730328571051776	105.707145870342	0.315870519965888	0.020771415861816	0.353910051951574	254	124	86	266	4	156	150	92	0.0437322582920479	0.796672381230096	
LOC422171	1.09085	0.5347	-1.02865	-1.1147	0.02705	0.456791	0.978481328548626	1.52100704668309	0.0158713970800158	0.290675638274723	0.786377378064901	92.86249281752	0.326840128997471	0.0161282609728649	0.319572346287075	129	74	24	99	17	124	233	189	0.0313968889440155	0.835132028616068	
CELSR1	2.30991	1.22266	-0.917813	-1.25104	0.01245	0.296812	0.867923056092739	3.44235793925128	0.0264382310159353	0.393392411312378	0.732842651420785	366.623626279147	0.314662854887991	0.0198602674132501	0.349293751001916	304	386	210	379	104	487	663	433	0.21504632164043	0.508690378745513	
CCDC169	16.8525	9.33578	-0.852115	-1.2494	0.01055	0.266442	0.788915440927867	5.37971480636037	0.0435480748399796	0.521549359235216	0.671435229191158	1316.55242688519	0.302479673885513	0.026434401530887	0.376038057303687	843	1350	1473	835	175	2327	2727	2990	0.0296523941186215	0.840283102459198	
ACAN	4.87639	1.94052	-1.32937	-1.80567	0.00055	0.0349332	1.18108108709746	3.75707247908467	0.00275259727496587	0.0874513691620306	0.98331777862577	455.782796411764	0.316261093286185	0.00187597120212936	0.153924270344597	381	344	232	411	138	642	893	574	0.75662697109433	0.101549434785724	
PIAS1	10.9382	6.74034	-0.698489	-1.05604	0.03435	0.515159	0.846773244966096	3.4466552158783	0.0312462845148478	0.432818904020485	0.76741497438086	351.981922156989	0.248345545847274	0.00200082596561161	0.153924270344597	454	362	146	338	67	594	847	518	0.173923531654499	0.557651367514139	
LOC771782	9.24973	17.1848	0.893648	1.2441	0.0119	0.28855	-0.909420701508368	3.47124124596339	0.0227990768226233	0.36170628201145	-0.804742494023163	344.667138014294	0.237019401268988	0.000685634543874256	0.0891737318792246	636	795	456	367	31	416	351	334	0.499703812602003	0.258891265447071	
TTC32	15.9155	33.876	1.08983	1.36813	0.00605	0.191223	-1.02594263983867	2.95409268637675	0.0090019164594674	0.200107252432665	-0.898687984758935	235.528286483207	0.222453895522421	5.34775915724821e-05	0.0189713241710457	476	457	338	314	12	323	272	216	0.547959071682619	0.227758949079717	
CASR	2.00097	0.719056	-1.47653	-1.73688	0.0017	0.0824427	1.37315000172685	2.18632784326244	0.000675404108651804	0.0289147167662001	0.919809007629466	147.137455307746	0.378202306542145	0.0150134057524698	0.311425184826378	223	83	18	114	28	212	571	198	0.0362528293605718	0.819322180325746	
ANXA1	16.9397	8.01502	-1.07963	-1.47261	0.00365	0.13655	1.0972597797808	3.37198572696674	0.00594829592736136	0.153147068332717	0.913871318306169	323.796366744042	0.305790809965249	0.00280304053150349	0.171939698985629	133	307	246	323	35	631	765	873	0.0973389752735957	0.674478389928671	
SBK1	4.5436	11.3349	1.31887	1.55891	0.00525	0.176961	-1.03629539817978	3.95771677527222	0.0097295890372648	0.211217290322211	-0.856976340008801	486.383180997301	0.284435803731766	0.00258765048397725	0.165330028885451	1146	901	698	482	50	594	409	363	0.389788172830491	0.343800471096654	
SHISA3	3.03767	7.67086	1.33642	1.57617	0.00245	0.105313	-1.37269529417444	2.20495418874599	0.000816905007543226	0.0338885432876399	-1.05068118463498	138.980399219127	0.333435413210684	0.0016266872549096	0.145043485234156	125	451	125	358	8	162	94	120	0.175060998433185	0.556205838504636	
LOC101748574	2.08526	6.38247	1.61389	1.03763	0.0435	0.570021	-1.21614000564151	5.23569150852993	0.00213949121758937	0.0725114050501911	-0.972307511088119	1180.8158401821	0.3034454629769	0.00135426638868794	0.130144999952911	1743	3212	2036	1091	107	1082	936	1033	0.468359581320344	0.283503135475416	
LOC101747516	0.949035	2.66384	1.48897	1.10026	0.0353	0.523412	-1.32872702687356	-0.843826274310696	0.00956795425509774	0.208132294704259	-0.935927323573169	15.5699193838748	0.362265468995411	0.00977921313996269	0.279627579680164	35	38	26	12	1	13	17	12	0.0881096667653712	0.694687429522498	
LOC425224	1.69285	0.942985	-0.84415	-1.1806	0.021	0.39718	0.840748066649502	3.01062931268045	0.0329623969854039	0.448782414390067	0.727655716063107	261.682922547458	0.287758948656549	0.0114486220436916	0.289263047767045	291	309	99	275	51	312	686	433	0.0790878936078165	0.711245704766745	
FOXG1	0.959013	0.193462	-2.3095	-1.85467	0.0071	0.211657	1.92263768338759	-1.29010697196911	0.00012131667244252	0.00760120132162887	0.988571302408785	15.4406870128204	0.397872507427629	0.0129681263790402	0.300700603357424	1	13	5	7	6	54	18	8	0.0484622322023343	0.783479361184954	
SGMS2	5.32853	1.27096	-2.06782	-1.37661	0.0027	0.112646	1.92321145326944	1.72985102897744	3.92275319569555e-06	0.000394458738801122	1.51491632499026	110.404490368079	0.329589251921285	4.29901383714997e-06	0.00413135229750112	88	50	29	66	25	156	455	165	0.621669513087884	0.184987349684542	
LPL	6.66056	3.09189	-1.10715	-1.47933	0.00235	0.102568	1.25951495424659	2.50239074573437	0.0019366669407118	0.0669138830503957	0.912848363436007	171.867506321935	0.355400706037823	0.010213834399435	0.280201160534043	238	84	53	164	14	278	730	343	0.0268595973111969	0.849722695997077	
VIPR2	3.08395	1.58757	-0.957956	-1.27361	0.01075	0.268703	1.48096994820493	0.881333688203316	0.000370945578207279	0.0184762098977168	1.17315762302839	65.6198932279328	0.328247920602336	0.000351570749992087	0.0651191236400252	35	59	19	56	19	97	178	87	0.30053419642387	0.417112915921656	
